Customer_ID,Actual_Churn,Churn_Probability,Monthly_Charges,CLV_24_Months,Expected_Savings,Intervention_Cost,Expected_Profit,Decision,Decision_Threshold,Correct
542,1,0.8855,65.0,1560.0,690.6899999999999,13.0,677.6899999999999,INTERVENE,INTERVENE,TP
973,0,0.8855,65.0,1560.0,690.6899999999999,13.0,677.6899999999999,INTERVENE,INTERVENE,FP
435,1,0.8849,65.0,1560.0,690.222,13.0,677.222,INTERVENE,INTERVENE,TP
740,1,0.8845,65.0,1560.0,689.91,13.0,676.91,INTERVENE,INTERVENE,TP
359,1,0.8843,65.0,1560.0,689.754,13.0,676.754,INTERVENE,INTERVENE,TP
341,1,0.884,65.0,1560.0,689.52,13.0,676.52,INTERVENE,INTERVENE,TP
629,0,0.8835,65.0,1560.0,689.13,13.0,676.13,INTERVENE,INTERVENE,FP
1252,1,0.8835,65.0,1560.0,689.13,13.0,676.13,INTERVENE,INTERVENE,TP
914,1,0.8834,65.0,1560.0,689.052,13.0,676.052,INTERVENE,INTERVENE,TP
911,1,0.8834,65.0,1560.0,689.052,13.0,676.052,INTERVENE,INTERVENE,TP
663,0,0.8828,65.0,1560.0,688.5840000000001,13.0,675.5840000000001,INTERVENE,INTERVENE,FP
948,1,0.8825,65.0,1560.0,688.3499999999999,13.0,675.3499999999999,INTERVENE,INTERVENE,TP
1298,0,0.8823,65.0,1560.0,688.194,13.0,675.194,INTERVENE,INTERVENE,FP
1083,1,0.8822,65.0,1560.0,688.116,13.0,675.116,INTERVENE,INTERVENE,TP
653,1,0.8822,65.0,1560.0,688.116,13.0,675.116,INTERVENE,INTERVENE,TP
1355,0,0.882,65.0,1560.0,687.96,13.0,674.96,INTERVENE,INTERVENE,FP
41,0,0.8817,65.0,1560.0,687.726,13.0,674.726,INTERVENE,INTERVENE,FP
947,1,0.8815,65.0,1560.0,687.5699999999999,13.0,674.5699999999999,INTERVENE,INTERVENE,TP
594,1,0.8814,65.0,1560.0,687.492,13.0,674.492,INTERVENE,INTERVENE,TP
1393,1,0.8809,65.0,1560.0,687.102,13.0,674.102,INTERVENE,INTERVENE,TP
1289,1,0.8805,65.0,1560.0,686.79,13.0,673.79,INTERVENE,INTERVENE,TP
1123,0,0.8802,65.0,1560.0,686.556,13.0,673.556,INTERVENE,INTERVENE,FP
555,0,0.8799,65.0,1560.0,686.322,13.0,673.322,INTERVENE,INTERVENE,FP
51,1,0.8797,65.0,1560.0,686.166,13.0,673.166,INTERVENE,INTERVENE,TP
1366,1,0.8797,65.0,1560.0,686.166,13.0,673.166,INTERVENE,INTERVENE,TP
1215,0,0.8793,65.0,1560.0,685.8539999999999,13.0,672.8539999999999,INTERVENE,INTERVENE,FP
124,1,0.8792,65.0,1560.0,685.776,13.0,672.776,INTERVENE,INTERVENE,TP
1286,1,0.879,65.0,1560.0,685.62,13.0,672.62,INTERVENE,INTERVENE,TP
814,0,0.8789,65.0,1560.0,685.542,13.0,672.542,INTERVENE,INTERVENE,FP
958,1,0.8789,65.0,1560.0,685.542,13.0,672.542,INTERVENE,INTERVENE,TP
46,0,0.8789,65.0,1560.0,685.542,13.0,672.542,INTERVENE,INTERVENE,FP
749,1,0.8787,65.0,1560.0,685.3860000000001,13.0,672.3860000000001,INTERVENE,INTERVENE,TP
1172,0,0.877,65.0,1560.0,684.06,13.0,671.06,INTERVENE,INTERVENE,FP
1274,1,0.8759,65.0,1560.0,683.202,13.0,670.202,INTERVENE,INTERVENE,TP
1399,1,0.8757,65.0,1560.0,683.046,13.0,670.046,INTERVENE,INTERVENE,TP
882,1,0.8754,65.0,1560.0,682.812,13.0,669.812,INTERVENE,INTERVENE,TP
1197,1,0.8754,65.0,1560.0,682.812,13.0,669.812,INTERVENE,INTERVENE,TP
960,1,0.8748,65.0,1560.0,682.344,13.0,669.344,INTERVENE,INTERVENE,TP
743,1,0.8748,65.0,1560.0,682.344,13.0,669.344,INTERVENE,INTERVENE,TP
813,1,0.8728,65.0,1560.0,680.784,13.0,667.784,INTERVENE,INTERVENE,TP
898,0,0.8728,65.0,1560.0,680.784,13.0,667.784,INTERVENE,INTERVENE,FP
1133,1,0.8722,65.0,1560.0,680.316,13.0,667.316,INTERVENE,INTERVENE,TP
310,0,0.8716,65.0,1560.0,679.8480000000001,13.0,666.8480000000001,INTERVENE,INTERVENE,FP
171,1,0.8715,65.0,1560.0,679.7700000000001,13.0,666.7700000000001,INTERVENE,INTERVENE,TP
1127,1,0.8706,65.0,1560.0,679.068,13.0,666.068,INTERVENE,INTERVENE,TP
1288,1,0.8699,65.0,1560.0,678.522,13.0,665.522,INTERVENE,INTERVENE,TP
1117,1,0.8696,65.0,1560.0,678.288,13.0,665.288,INTERVENE,INTERVENE,TP
1178,1,0.8693,65.0,1560.0,678.054,13.0,665.054,INTERVENE,INTERVENE,TP
1118,1,0.8687,65.0,1560.0,677.586,13.0,664.586,INTERVENE,INTERVENE,TP
833,1,0.8685,65.0,1560.0,677.4300000000001,13.0,664.4300000000001,INTERVENE,INTERVENE,TP
621,1,0.8678,65.0,1560.0,676.884,13.0,663.884,INTERVENE,INTERVENE,TP
1188,1,0.8673,65.0,1560.0,676.4939999999999,13.0,663.4939999999999,INTERVENE,INTERVENE,TP
449,0,0.8666,65.0,1560.0,675.948,13.0,662.948,INTERVENE,INTERVENE,FP
1222,0,0.8664,65.0,1560.0,675.7919999999999,13.0,662.7919999999999,INTERVENE,INTERVENE,FP
224,0,0.8662,65.0,1560.0,675.636,13.0,662.636,INTERVENE,INTERVENE,FP
13,1,0.8654,65.0,1560.0,675.012,13.0,662.012,INTERVENE,INTERVENE,TP
762,1,0.8644,65.0,1560.0,674.232,13.0,661.232,INTERVENE,INTERVENE,TP
1034,1,0.8643,65.0,1560.0,674.154,13.0,661.154,INTERVENE,INTERVENE,TP
228,1,0.8635,65.0,1560.0,673.5300000000001,13.0,660.5300000000001,INTERVENE,INTERVENE,TP
830,1,0.8634,65.0,1560.0,673.452,13.0,660.452,INTERVENE,INTERVENE,TP
408,1,0.863,65.0,1560.0,673.14,13.0,660.14,INTERVENE,INTERVENE,TP
1116,1,0.8626,65.0,1560.0,672.828,13.0,659.828,INTERVENE,INTERVENE,TP
360,1,0.8616,65.0,1560.0,672.048,13.0,659.048,INTERVENE,INTERVENE,TP
949,1,0.8615,65.0,1560.0,671.97,13.0,658.97,INTERVENE,INTERVENE,TP
572,1,0.8615,65.0,1560.0,671.97,13.0,658.97,INTERVENE,INTERVENE,TP
491,0,0.8603,65.0,1560.0,671.034,13.0,658.034,INTERVENE,INTERVENE,FP
774,1,0.8602,65.0,1560.0,670.956,13.0,657.956,INTERVENE,INTERVENE,TP
604,0,0.86,65.0,1560.0,670.8,13.0,657.8,INTERVENE,INTERVENE,FP
454,0,0.8595,65.0,1560.0,670.4100000000001,13.0,657.4100000000001,INTERVENE,INTERVENE,FP
288,1,0.8591,65.0,1560.0,670.098,13.0,657.098,INTERVENE,INTERVENE,TP
411,1,0.8591,65.0,1560.0,670.098,13.0,657.098,INTERVENE,INTERVENE,TP
20,1,0.8584,65.0,1560.0,669.552,13.0,656.552,INTERVENE,INTERVENE,TP
987,1,0.858,65.0,1560.0,669.24,13.0,656.24,INTERVENE,INTERVENE,TP
480,0,0.8573,65.0,1560.0,668.694,13.0,655.694,INTERVENE,INTERVENE,FP
231,1,0.857,65.0,1560.0,668.46,13.0,655.46,INTERVENE,INTERVENE,TP
530,0,0.8568,65.0,1560.0,668.304,13.0,655.304,INTERVENE,INTERVENE,FP
484,0,0.8564,65.0,1560.0,667.9920000000001,13.0,654.9920000000001,INTERVENE,INTERVENE,FP
881,0,0.8562,65.0,1560.0,667.836,13.0,654.836,INTERVENE,INTERVENE,FP
641,0,0.8557,65.0,1560.0,667.446,13.0,654.446,INTERVENE,INTERVENE,FP
275,0,0.8551,65.0,1560.0,666.978,13.0,653.978,INTERVENE,INTERVENE,FP
413,1,0.8543,65.0,1560.0,666.3539999999999,13.0,653.3539999999999,INTERVENE,INTERVENE,TP
943,0,0.8538,65.0,1560.0,665.964,13.0,652.964,INTERVENE,INTERVENE,FP
101,1,0.8531,65.0,1560.0,665.418,13.0,652.418,INTERVENE,INTERVENE,TP
567,1,0.853,65.0,1560.0,665.34,13.0,652.34,INTERVENE,INTERVENE,TP
304,1,0.8529,65.0,1560.0,665.262,13.0,652.262,INTERVENE,INTERVENE,TP
1088,1,0.8518,65.0,1560.0,664.404,13.0,651.404,INTERVENE,INTERVENE,TP
733,0,0.8516,65.0,1560.0,664.248,13.0,651.248,INTERVENE,INTERVENE,FP
718,0,0.8486,65.0,1560.0,661.908,13.0,648.908,INTERVENE,INTERVENE,FP
921,1,0.8464,65.0,1560.0,660.192,13.0,647.192,INTERVENE,INTERVENE,TP
1236,1,0.8463,65.0,1560.0,660.114,13.0,647.114,INTERVENE,INTERVENE,TP
674,1,0.846,65.0,1560.0,659.88,13.0,646.88,INTERVENE,INTERVENE,TP
383,0,0.846,65.0,1560.0,659.88,13.0,646.88,INTERVENE,INTERVENE,FP
954,1,0.8451,65.0,1560.0,659.178,13.0,646.178,INTERVENE,INTERVENE,TP
27,1,0.8445,65.0,1560.0,658.71,13.0,645.71,INTERVENE,INTERVENE,TP
17,0,0.8445,65.0,1560.0,658.71,13.0,645.71,INTERVENE,INTERVENE,FP
710,1,0.8445,65.0,1560.0,658.71,13.0,645.71,INTERVENE,INTERVENE,TP
1300,1,0.8431,65.0,1560.0,657.6179999999999,13.0,644.6179999999999,INTERVENE,INTERVENE,TP
481,0,0.8424,65.0,1560.0,657.072,13.0,644.072,INTERVENE,INTERVENE,FP
993,0,0.842,65.0,1560.0,656.76,13.0,643.76,INTERVENE,INTERVENE,FP
1082,0,0.841,65.0,1560.0,655.98,13.0,642.98,INTERVENE,INTERVENE,FP
369,0,0.841,65.0,1560.0,655.98,13.0,642.98,INTERVENE,INTERVENE,FP
1093,1,0.8407,65.0,1560.0,655.746,13.0,642.746,INTERVENE,INTERVENE,TP
603,1,0.8406,65.0,1560.0,655.668,13.0,642.668,INTERVENE,INTERVENE,TP
847,1,0.8402,65.0,1560.0,655.356,13.0,642.356,INTERVENE,INTERVENE,TP
1155,1,0.8393,65.0,1560.0,654.654,13.0,641.654,INTERVENE,INTERVENE,TP
86,0,0.8391,65.0,1560.0,654.4979999999999,13.0,641.4979999999999,INTERVENE,INTERVENE,FP
192,1,0.8391,65.0,1560.0,654.4979999999999,13.0,641.4979999999999,INTERVENE,INTERVENE,TP
628,1,0.8388,65.0,1560.0,654.264,13.0,641.264,INTERVENE,INTERVENE,TP
1163,1,0.8379,65.0,1560.0,653.562,13.0,640.562,INTERVENE,INTERVENE,TP
581,0,0.8378,65.0,1560.0,653.484,13.0,640.484,INTERVENE,INTERVENE,FP
713,1,0.8376,65.0,1560.0,653.328,13.0,640.328,INTERVENE,INTERVENE,TP
241,1,0.8374,65.0,1560.0,653.172,13.0,640.172,INTERVENE,INTERVENE,TP
1257,1,0.8363,65.0,1560.0,652.3140000000001,13.0,639.3140000000001,INTERVENE,INTERVENE,TP
493,0,0.8363,65.0,1560.0,652.3140000000001,13.0,639.3140000000001,INTERVENE,INTERVENE,FP
246,1,0.8352,65.0,1560.0,651.456,13.0,638.456,INTERVENE,INTERVENE,TP
90,1,0.8341,65.0,1560.0,650.598,13.0,637.598,INTERVENE,INTERVENE,TP
818,1,0.8324,65.0,1560.0,649.272,13.0,636.272,INTERVENE,INTERVENE,TP
478,1,0.8319,65.0,1560.0,648.882,13.0,635.882,INTERVENE,INTERVENE,TP
128,1,0.8314,65.0,1560.0,648.4920000000001,13.0,635.4920000000001,INTERVENE,INTERVENE,TP
321,0,0.8305,65.0,1560.0,647.79,13.0,634.79,INTERVENE,INTERVENE,FP
349,1,0.8303,65.0,1560.0,647.634,13.0,634.634,INTERVENE,INTERVENE,TP
538,1,0.8303,65.0,1560.0,647.634,13.0,634.634,INTERVENE,INTERVENE,TP
1233,1,0.8301,65.0,1560.0,647.478,13.0,634.478,INTERVENE,INTERVENE,TP
816,1,0.8298,65.0,1560.0,647.244,13.0,634.244,INTERVENE,INTERVENE,TP
93,1,0.829,65.0,1560.0,646.62,13.0,633.62,INTERVENE,INTERVENE,TP
1346,1,0.8289,65.0,1560.0,646.542,13.0,633.542,INTERVENE,INTERVENE,TP
427,0,0.8275,65.0,1560.0,645.45,13.0,632.45,INTERVENE,INTERVENE,FP
920,0,0.8268,65.0,1560.0,644.904,13.0,631.904,INTERVENE,INTERVENE,FP
1396,0,0.8267,65.0,1560.0,644.826,13.0,631.826,INTERVENE,INTERVENE,FP
648,1,0.8267,65.0,1560.0,644.826,13.0,631.826,INTERVENE,INTERVENE,TP
1007,1,0.8258,65.0,1560.0,644.124,13.0,631.124,INTERVENE,INTERVENE,TP
156,0,0.8252,65.0,1560.0,643.6560000000001,13.0,630.6560000000001,INTERVENE,INTERVENE,FP
121,1,0.825,65.0,1560.0,643.5,13.0,630.5,INTERVENE,INTERVENE,TP
764,0,0.8246,65.0,1560.0,643.188,13.0,630.188,INTERVENE,INTERVENE,FP
771,1,0.8208,65.0,1560.0,640.2239999999999,13.0,627.2239999999999,INTERVENE,INTERVENE,TP
839,0,0.8207,65.0,1560.0,640.146,13.0,627.146,INTERVENE,INTERVENE,FP
1211,1,0.8206,65.0,1560.0,640.068,13.0,627.068,INTERVENE,INTERVENE,TP
72,1,0.8205,65.0,1560.0,639.99,13.0,626.99,INTERVENE,INTERVENE,TP
1171,0,0.8204,65.0,1560.0,639.912,13.0,626.912,INTERVENE,INTERVENE,FP
1,0,0.8202,65.0,1560.0,639.7560000000001,13.0,626.7560000000001,INTERVENE,INTERVENE,FP
266,1,0.8202,65.0,1560.0,639.7560000000001,13.0,626.7560000000001,INTERVENE,INTERVENE,TP
976,0,0.8188,65.0,1560.0,638.664,13.0,625.664,INTERVENE,INTERVENE,FP
180,1,0.8174,65.0,1560.0,637.572,13.0,624.572,INTERVENE,INTERVENE,TP
327,0,0.8172,65.0,1560.0,637.416,13.0,624.416,INTERVENE,INTERVENE,FP
1146,1,0.8165,65.0,1560.0,636.87,13.0,623.87,INTERVENE,INTERVENE,TP
957,0,0.8163,65.0,1560.0,636.714,13.0,623.714,INTERVENE,INTERVENE,FP
311,0,0.8161,65.0,1560.0,636.558,13.0,623.558,INTERVENE,INTERVENE,FP
347,1,0.8152,65.0,1560.0,635.856,13.0,622.856,INTERVENE,INTERVENE,TP
1379,1,0.8151,65.0,1560.0,635.778,13.0,622.778,INTERVENE,INTERVENE,TP
726,0,0.8151,65.0,1560.0,635.778,13.0,622.778,INTERVENE,INTERVENE,FP
114,1,0.8149,65.0,1560.0,635.622,13.0,622.622,INTERVENE,INTERVENE,TP
98,1,0.8142,65.0,1560.0,635.076,13.0,622.076,INTERVENE,INTERVENE,TP
907,1,0.8141,65.0,1560.0,634.998,13.0,621.998,INTERVENE,INTERVENE,TP
69,1,0.8138,65.0,1560.0,634.764,13.0,621.764,INTERVENE,INTERVENE,TP
593,1,0.8135,65.0,1560.0,634.53,13.0,621.53,INTERVENE,INTERVENE,TP
441,1,0.8126,65.0,1560.0,633.828,13.0,620.828,INTERVENE,INTERVENE,TP
601,1,0.8126,65.0,1560.0,633.828,13.0,620.828,INTERVENE,INTERVENE,TP
556,1,0.8121,65.0,1560.0,633.438,13.0,620.438,INTERVENE,INTERVENE,TP
111,0,0.8117,65.0,1560.0,633.126,13.0,620.126,INTERVENE,INTERVENE,FP
5,0,0.8114,65.0,1560.0,632.892,13.0,619.892,INTERVENE,INTERVENE,FP
1334,1,0.8101,65.0,1560.0,631.878,13.0,618.878,INTERVENE,INTERVENE,TP
900,0,0.808,65.0,1560.0,630.24,13.0,617.24,INTERVENE,INTERVENE,FP
940,1,0.808,65.0,1560.0,630.24,13.0,617.24,INTERVENE,INTERVENE,TP
856,1,0.8075,65.0,1560.0,629.85,13.0,616.85,INTERVENE,INTERVENE,TP
1216,1,0.8068,65.0,1560.0,629.304,13.0,616.304,INTERVENE,INTERVENE,TP
77,1,0.8053,65.0,1560.0,628.134,13.0,615.134,INTERVENE,INTERVENE,TP
1040,1,0.8051,65.0,1560.0,627.9780000000001,13.0,614.9780000000001,INTERVENE,INTERVENE,TP
826,1,0.805,65.0,1560.0,627.9000000000001,13.0,614.9000000000001,INTERVENE,INTERVENE,TP
479,1,0.8042,65.0,1560.0,627.2760000000001,13.0,614.2760000000001,INTERVENE,INTERVENE,TP
1102,0,0.804,65.0,1560.0,627.12,13.0,614.12,INTERVENE,INTERVENE,FP
1267,1,0.8035,65.0,1560.0,626.73,13.0,613.73,INTERVENE,INTERVENE,TP
302,0,0.8031,65.0,1560.0,626.418,13.0,613.418,INTERVENE,INTERVENE,FP
938,0,0.8026,65.0,1560.0,626.028,13.0,613.028,INTERVENE,INTERVENE,FP
277,0,0.8019,65.0,1560.0,625.482,13.0,612.482,INTERVENE,INTERVENE,FP
1158,1,0.8019,65.0,1560.0,625.482,13.0,612.482,INTERVENE,INTERVENE,TP
1074,0,0.8009,65.0,1560.0,624.702,13.0,611.702,INTERVENE,INTERVENE,FP
357,0,0.8008,65.0,1560.0,624.6239999999999,13.0,611.6239999999999,INTERVENE,INTERVENE,FP
817,0,0.8007,65.0,1560.0,624.5459999999999,13.0,611.5459999999999,INTERVENE,INTERVENE,FP
319,1,0.8001,65.0,1560.0,624.078,13.0,611.078,INTERVENE,INTERVENE,TP
426,0,0.7997,65.0,1560.0,623.766,13.0,610.766,INTERVENE,INTERVENE,FP
240,1,0.7993,65.0,1560.0,623.4540000000001,13.0,610.4540000000001,INTERVENE,INTERVENE,TP
1229,1,0.7989,65.0,1560.0,623.142,13.0,610.142,INTERVENE,INTERVENE,TP
723,0,0.7978,65.0,1560.0,622.284,13.0,609.284,INTERVENE,INTERVENE,FP
1338,1,0.7972,65.0,1560.0,621.816,13.0,608.816,INTERVENE,INTERVENE,TP
276,1,0.7965,65.0,1560.0,621.27,13.0,608.27,INTERVENE,INTERVENE,TP
371,0,0.7963,65.0,1560.0,621.114,13.0,608.114,INTERVENE,INTERVENE,FP
634,0,0.7962,65.0,1560.0,621.0360000000001,13.0,608.0360000000001,INTERVENE,INTERVENE,FP
1270,1,0.7954,65.0,1560.0,620.412,13.0,607.412,INTERVENE,INTERVENE,TP
412,1,0.7946,65.0,1560.0,619.788,13.0,606.788,INTERVENE,INTERVENE,TP
557,1,0.7939,65.0,1560.0,619.2420000000001,13.0,606.2420000000001,INTERVENE,INTERVENE,TP
175,0,0.7937,65.0,1560.0,619.086,13.0,606.086,INTERVENE,INTERVENE,FP
544,1,0.7927,65.0,1560.0,618.3059999999999,13.0,605.3059999999999,INTERVENE,INTERVENE,TP
1190,0,0.7924,65.0,1560.0,618.072,13.0,605.072,INTERVENE,INTERVENE,FP
26,1,0.7922,65.0,1560.0,617.916,13.0,604.916,INTERVENE,INTERVENE,TP
88,1,0.7918,65.0,1560.0,617.6039999999999,13.0,604.6039999999999,INTERVENE,INTERVENE,TP
370,1,0.7917,65.0,1560.0,617.526,13.0,604.526,INTERVENE,INTERVENE,TP
1058,1,0.7905,65.0,1560.0,616.59,13.0,603.59,INTERVENE,INTERVENE,TP
1073,0,0.7904,65.0,1560.0,616.512,13.0,603.512,INTERVENE,INTERVENE,FP
499,0,0.7903,65.0,1560.0,616.434,13.0,603.434,INTERVENE,INTERVENE,FP
684,0,0.7884,65.0,1560.0,614.952,13.0,601.952,INTERVENE,INTERVENE,FP
622,1,0.7883,65.0,1560.0,614.874,13.0,601.874,INTERVENE,INTERVENE,TP
685,1,0.7876,65.0,1560.0,614.328,13.0,601.328,INTERVENE,INTERVENE,TP
448,0,0.7872,65.0,1560.0,614.016,13.0,601.016,INTERVENE,INTERVENE,FP
888,0,0.7865,65.0,1560.0,613.47,13.0,600.47,INTERVENE,INTERVENE,FP
1373,1,0.7857,65.0,1560.0,612.846,13.0,599.846,INTERVENE,INTERVENE,TP
239,0,0.785,65.0,1560.0,612.3000000000001,13.0,599.3000000000001,INTERVENE,INTERVENE,FP
658,0,0.7832,65.0,1560.0,610.896,13.0,597.896,INTERVENE,INTERVENE,FP
1320,1,0.7826,65.0,1560.0,610.428,13.0,597.428,INTERVENE,INTERVENE,TP
218,1,0.7825,65.0,1560.0,610.35,13.0,597.35,INTERVENE,INTERVENE,TP
523,1,0.7777,65.0,1560.0,606.606,13.0,593.606,INTERVENE,INTERVENE,TP
1327,1,0.7775,65.0,1560.0,606.4499999999999,13.0,593.4499999999999,INTERVENE,INTERVENE,TP
906,0,0.7773,65.0,1560.0,606.294,13.0,593.294,INTERVENE,INTERVENE,FP
1217,1,0.777,65.0,1560.0,606.0600000000001,13.0,593.0600000000001,INTERVENE,INTERVENE,TP
1224,1,0.7749,65.0,1560.0,604.422,13.0,591.422,INTERVENE,INTERVENE,TP
55,1,0.7736,65.0,1560.0,603.408,13.0,590.408,INTERVENE,INTERVENE,TP
821,0,0.7736,65.0,1560.0,603.408,13.0,590.408,INTERVENE,INTERVENE,FP
199,0,0.7735,65.0,1560.0,603.3299999999999,13.0,590.3299999999999,INTERVENE,INTERVENE,FP
159,1,0.7733,65.0,1560.0,603.174,13.0,590.174,INTERVENE,INTERVENE,TP
116,1,0.7731,65.0,1560.0,603.018,13.0,590.018,INTERVENE,INTERVENE,TP
244,1,0.7718,65.0,1560.0,602.004,13.0,589.004,INTERVENE,INTERVENE,TP
950,1,0.7717,65.0,1560.0,601.926,13.0,588.926,INTERVENE,INTERVENE,TP
880,1,0.7713,65.0,1560.0,601.614,13.0,588.614,INTERVENE,INTERVENE,TP
502,0,0.7713,65.0,1560.0,601.614,13.0,588.614,INTERVENE,INTERVENE,FP
217,0,0.7709,65.0,1560.0,601.302,13.0,588.302,INTERVENE,INTERVENE,FP
573,1,0.7708,65.0,1560.0,601.224,13.0,588.224,INTERVENE,INTERVENE,TP
1191,0,0.7708,65.0,1560.0,601.224,13.0,588.224,INTERVENE,INTERVENE,FP
734,0,0.7702,65.0,1560.0,600.756,13.0,587.756,INTERVENE,INTERVENE,FP
269,0,0.7694,65.0,1560.0,600.132,13.0,587.132,INTERVENE,INTERVENE,FP
1377,1,0.7685,65.0,1560.0,599.43,13.0,586.43,INTERVENE,INTERVENE,TP
1022,0,0.7663,65.0,1560.0,597.7139999999999,13.0,584.7139999999999,INTERVENE,INTERVENE,FP
280,0,0.7659,65.0,1560.0,597.402,13.0,584.402,INTERVENE,INTERVENE,FP
30,0,0.7653,65.0,1560.0,596.934,13.0,583.934,INTERVENE,INTERVENE,FP
829,1,0.7642,65.0,1560.0,596.076,13.0,583.076,INTERVENE,INTERVENE,TP
260,0,0.7626,65.0,1560.0,594.828,13.0,581.828,INTERVENE,INTERVENE,FP
